Species,coef,pval,qval
Rhizobium.tumorigenes,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..SK17,-2.106740901,4.56E-09,1.28E-05
Crassaminicella.profunda,-2.106740901,4.56E-09,1.28E-05
Hylemonella.gracilis,-2.106740901,4.56E-09,1.28E-05
Opitutus.terrae,-2.106740901,4.56E-09,1.28E-05
Collimonas.arenae,-2.106740901,4.56E-09,1.28E-05
Cellulosilyticum.sp..WCF.2,-2.106740901,4.56E-09,1.28E-05
Reichenbachiella.agarivorans,-2.106740901,4.56E-09,1.28E-05
Bacteroides.luhongzhouii,-2.106740901,4.56E-09,1.28E-05
Candidatus.Hydrogenosomobacter.endosymbioticus,-2.106740901,4.56E-09,1.28E-05
Blautia.parvula,-2.106740901,4.56E-09,1.28E-05
Leptotrichia.sp..oral.taxon.221,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.pauculus,-2.106740901,4.56E-09,1.28E-05
Pseudescherichia.vulneris,-2.106740901,4.56E-09,1.28E-05
uncultured.Acetobacterium.sp.,-2.106740901,4.56E-09,1.28E-05
Chloroherpeton.thalassium,-2.106740901,4.56E-09,1.28E-05
Sutterella.faecalis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sophorae,-2.106740901,4.56E-09,1.28E-05
Caloramator.sp..Dgby_cultured_2,-2.106740901,4.56E-09,1.28E-05
Gordonia.jinghuaiqii,-2.106740901,4.56E-09,1.28E-05
Thioalkalivibrio.sulfidiphilus,-2.106740901,4.56E-09,1.28E-05
Zobellia.galactanivorans,-2.106740901,4.56E-09,1.28E-05
Muribaculum.gordoncarteri,-2.106740901,4.56E-09,1.28E-05
Aureimonas.mangrovi,-2.106740901,4.56E-09,1.28E-05
Bacillus.thuringiensis,-2.106740901,4.56E-09,1.28E-05
Anaerobutyricum.hallii,-2.106740901,4.56E-09,1.28E-05
Desulfolithobacter.dissulfuricans,-2.106740901,4.56E-09,1.28E-05
Clostridium.septicum,-2.106740901,4.56E-09,1.28E-05
Adlercreutzia.hattorii,-2.106740901,4.56E-09,1.28E-05
Marinobacter.sp..NP.4.2019.,-2.106740901,4.56E-09,1.28E-05
Romboutsia.sp..CE17,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.aeruginosa,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..FJAT.42376,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.libanensis,-2.106740901,4.56E-09,1.28E-05
Nocardia.sp..NBC_00508,-2.106740901,4.56E-09,1.28E-05
Tenuifilum.thalassicum,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.magnum,-2.106740901,4.56E-09,1.28E-05
Riemerella.anatipestifer,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..GOD.10R,-2.106740901,4.56E-09,1.28E-05
Dyadobacter.sandarakinus,-2.106740901,4.56E-09,1.28E-05
Luteolibacter.sp..LG18,-2.106740901,4.56E-09,1.28E-05
Neobacillus.mesonae,-2.106740901,4.56E-09,1.28E-05
Planococcus.maritimus,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..HTF.F,-2.106740901,4.56E-09,1.28E-05
Acidaminococcus.intestini,-2.106740901,4.56E-09,1.28E-05
Curtobacterium.sp..MCLR17_032,-2.106740901,4.56E-09,1.28E-05
Paraoerskovia.sediminicola,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.canetti,-2.106740901,4.56E-09,1.28E-05
Nocardia.terpenica,-2.106740901,4.56E-09,1.28E-05
Nocardioides.sp..TF02.7,-2.106740901,4.56E-09,1.28E-05
Nostoc.sp..PCC.7524,-2.106740901,4.56E-09,1.28E-05
Capsulimonas.corticalis,-2.106740901,4.56E-09,1.28E-05
Candidatus.Thiodiazotropha.sp..CDECU1,-2.106740901,4.56E-09,1.28E-05
Celeribacter.indicus,-2.106740901,4.56E-09,1.28E-05
Paracoccus.versutus,-2.106740901,4.56E-09,1.28E-05
Parvularcula.sp..LCG005,-2.106740901,4.56E-09,1.28E-05
Desulfobulbus.oralis,-2.106740901,4.56E-09,1.28E-05
Syntrophus.aciditrophicus,-2.106740901,4.56E-09,1.28E-05
Thermotomaculum.hydrothermale,-2.106740901,4.56E-09,1.28E-05
Symmachiella.dynata,-2.106740901,4.56E-09,1.28E-05
Desulfotomaculum.nigrificans,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..H1.7,-2.106740901,4.56E-09,1.28E-05
Acidipropionibacterium.jensenii,-2.106740901,4.56E-09,1.28E-05
Rhodomicrobium.vannielii,-2.106740901,4.56E-09,1.28E-05
Ruegeria.conchae,-2.106740901,4.56E-09,1.28E-05
Thermaerobacter.marianensis,-2.106740901,4.56E-09,1.28E-05
Conexibacter.sp..DBS9H8,-2.106740901,4.56E-09,1.28E-05
Janthinobacterium.sp..TB1.E2,-2.106740901,4.56E-09,1.28E-05
Roseibium.aggregatum,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.subterraneus,-2.106740901,4.56E-09,1.28E-05
Geobacillus.genomosp..3,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..Helios,-2.106740901,4.56E-09,1.28E-05
Lutibacter.sp..A64,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.celer,-2.106740901,4.56E-09,1.28E-05
Cohnella.abietis,-2.106740901,4.56E-09,1.28E-05
Abyssicoccus.albus,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.zhongnanshanii,-2.106740901,4.56E-09,1.28E-05
Frondihabitans.sp..762G35,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..FW306.06.A,-2.106740901,4.56E-09,1.28E-05
Dermacoccus.nishinomiyaensis,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_00390,-2.106740901,4.56E-09,1.28E-05
Isosphaera.pallida,-2.106740901,4.56E-09,1.28E-05
Mucisphaera.calidilacus,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.saxonica,-2.106740901,4.56E-09,1.28E-05
Planctobacterium.marinum,-2.106740901,4.56E-09,1.28E-05
Rhizobium.sp..BT04,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.sanguinis,-2.106740901,4.56E-09,1.28E-05
Haematospirillum.jordaniae,-2.106740901,4.56E-09,1.28E-05
Helicobacter.heilmannii,-2.106740901,4.56E-09,1.28E-05
Fulvivirga.ligni,-2.106740901,4.56E-09,1.28E-05
Apilactobacillus.kunkeei,-2.106740901,4.56E-09,1.28E-05
Streptococcus.pseudopneumoniae,-2.106740901,4.56E-09,1.28E-05
Sporosarcina.sp..0.2.SM1T.5,-2.106740901,4.56E-09,1.28E-05
Solibacillus.sp..FSL.H8.0523,-2.106740901,4.56E-09,1.28E-05
Peptoniphilus.harei,-2.106740901,4.56E-09,1.28E-05
Ilumatobacter.coccineus,-2.106740901,4.56E-09,1.28E-05
Usitatibacter.palustris,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..CCBAU.51753,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.qomolangmaensis,-2.106740901,4.56E-09,1.28E-05
Pseudorhodobacter.turbinis,-2.106740901,4.56E-09,1.28E-05
Entomospira.culicis,-2.106740901,4.56E-09,1.28E-05
uncultured.Methanoregula.sp.,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.agricola,-2.106740901,4.56E-09,1.28E-05
Cardinium.endosymbiont.of.Tipula.unca,-2.106740901,4.56E-09,1.28E-05
Chlorobium.phaeovibrioides,-2.106740901,4.56E-09,1.28E-05
Ignavibacterium.album,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..JS66,-2.106740901,4.56E-09,1.28E-05
Thermoanaerobacterium.xylanolyticum,-2.106740901,4.56E-09,1.28E-05
Xylocopilactobacillus.apicola,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..THAF10,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..OS1.2,-2.106740901,4.56E-09,1.28E-05
Lysinibacillus.sp..SGAir0095,-2.106740901,4.56E-09,1.28E-05
Macrococcus.armenti,-2.106740901,4.56E-09,1.28E-05
Kurthia.zopfii,-2.106740901,4.56E-09,1.28E-05
Nocardia.sp..NBC_00565,-2.106740901,4.56E-09,1.28E-05
Jiangella.alkaliphila,-2.106740901,4.56E-09,1.28E-05
Prochlorococcus.sp..MIT.1314,-2.106740901,4.56E-09,1.28E-05
Mesomycoplasma.neurolyticum,-2.106740901,4.56E-09,1.28E-05
Methylacidimicrobium.sp..B4,-2.106740901,4.56E-09,1.28E-05
Tepidimonas.taiwanensis,-2.106740901,4.56E-09,1.28E-05
Candidatus.Purcelliella.pentastirinorum,-2.106740901,4.56E-09,1.28E-05
Gilvimarinus.sp..DA14,-2.106740901,4.56E-09,1.28E-05
Gallibacterium.salpingitidis,-2.106740901,4.56E-09,1.28E-05
Georhizobium.profundi,-2.106740901,4.56E-09,1.28E-05
Borrelia.sp..HM,-2.106740901,4.56E-09,1.28E-05
Tepiditoga.spiralis,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..CLA17,-2.106740901,4.56E-09,1.28E-05
Ichthyobacterium.seriolicida,-2.106740901,4.56E-09,1.28E-05
Mangrovivirga.cuniculi,-2.106740901,4.56E-09,1.28E-05
Filimonas.lacunae,-2.106740901,4.56E-09,1.28E-05
Citricoccus.sp..SGAir0253,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.pseudokroppenstedtii,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.sp..TUM20985,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.mucogenicum,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01198,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01262,-2.106740901,4.56E-09,1.28E-05
Streptomyces.lunaelactis,-2.106740901,4.56E-09,1.28E-05
Nocardiopsis.exhalans,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.gallopavonis,-2.106740901,4.56E-09,1.28E-05
Neochlamydia.sp..S13,-2.106740901,4.56E-09,1.28E-05
Acidovorax.temperans,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..C27.2019.,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..MM211,-2.106740901,4.56E-09,1.28E-05
Novosphingobium.sp..ES2.1,-2.106740901,4.56E-09,1.28E-05
Leisingera.thetidis,-2.106740901,4.56E-09,1.28E-05
Desulfogranum.marinum,-2.106740901,4.56E-09,1.28E-05
Sulfidibacter.corallicola,-2.106740901,4.56E-09,1.28E-05
Halovivax.cerinus,-2.106740901,4.56E-09,1.28E-05
Bulleidia.sp..zg.1006,-2.106740901,4.56E-09,1.28E-05
Leuconostoc.pseudomesenteroides,-2.106740901,4.56E-09,1.28E-05
Bacillus.pumilus,-2.106740901,4.56E-09,1.28E-05
Sporosarcina.sp..FSL.K6.3508,-2.106740901,4.56E-09,1.28E-05
Spiroplasma.syrphidicola,-2.106740901,4.56E-09,1.28E-05
Citrobacter.sp..RHB25.C09,-2.106740901,4.56E-09,1.28E-05
Psychrobacter.arenosus,-2.106740901,4.56E-09,1.28E-05
Thermospira.aquatica,-2.106740901,4.56E-09,1.28E-05
Nautilia.profundicola,-2.106740901,4.56E-09,1.28E-05
Mardivirus.gallidalpha2,-2.106740901,4.56E-09,1.28E-05
Simiduia.sp..21SJ11W.1,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..WMMC500,-2.106740901,4.56E-09,1.28E-05
Synechocystis.sp..CACIAM.05,-2.106740901,4.56E-09,1.28E-05
Treponema.phagedenis,-2.106740901,4.56E-09,1.28E-05
Seonamhaeicola.sp..S2.3,-2.106740901,4.56E-09,1.28E-05
Micromonospora.echinaurantiaca,-2.106740901,4.56E-09,1.28E-05
Nonomuraea.sp..NBC_01738,-2.106740901,4.56E-09,1.28E-05
Niabella.soli,-2.106740901,4.56E-09,1.28E-05
Streptomyces.halobius,-2.106740901,4.56E-09,1.28E-05
Pseudoalteromonas.viridis,-2.106740901,4.56E-09,1.28E-05
Brachybacterium.saurashtrense,-2.106740901,4.56E-09,1.28E-05
Kutzneria.chonburiensis,-2.106740901,4.56E-09,1.28E-05
Butyrivibrio.crossotus,-2.106740901,4.56E-09,1.28E-05
Caproicibacterium.amylolyticum,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.callunae,-2.106740901,4.56E-09,1.28E-05
Lysobacter.antibioticus,-2.106740901,4.56E-09,1.28E-05
Tenacibaculum.tangerinum,-2.106740901,4.56E-09,1.28E-05
Thalassoglobus.polymorphus,-2.106740901,4.56E-09,1.28E-05
Cellulophaga.baltica,-2.106740901,4.56E-09,1.28E-05
Niallia.circulans,-2.106740901,4.56E-09,1.28E-05
Thermoanaerobacterium.thermosaccharolyticum,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.atrinae,-2.106740901,4.56E-09,1.28E-05
Listeria.sp..PSOL.1,-2.106740901,4.56E-09,1.28E-05
Brachyspira.hyodysenteriae,-2.106740901,4.56E-09,1.28E-05
Nitrogeniibacter.aestuarii,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.monacense,-2.106740901,4.56E-09,1.28E-05
Devosia.algicola,-2.106740901,4.56E-09,1.28E-05
Rhodanobacter.sp..FDAARGOS.1247,-2.106740901,4.56E-09,1.28E-05
Dactylosporangium.sp..NBC_01737,-2.106740901,4.56E-09,1.28E-05
Prochlorococcus.sp..MIT.1223,-2.106740901,4.56E-09,1.28E-05
Rhodopseudomonas.boonkerdii,-2.106740901,4.56E-09,1.28E-05
Histophilus.somni,-2.106740901,4.56E-09,1.28E-05
Haladaptatus.sp..DJG.WS.42,-2.106740901,4.56E-09,1.28E-05
Alkalibacter.rhizosphaerae,-2.106740901,4.56E-09,1.28E-05
Saccharopolyspora.gloriosae,-2.106740901,4.56E-09,1.28E-05
Cyanobium.gracile,-2.106740901,4.56E-09,1.28E-05
Spiroplasma.apis,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.arginini,-2.106740901,4.56E-09,1.28E-05
Aurantiacibacter.atlanticus,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.cosmicum,-2.106740901,4.56E-09,1.28E-05
Enterococcus.gilvus,-2.106740901,4.56E-09,1.28E-05
Red.deerpox.virus,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..ST1015,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.thermalba,-2.106740901,4.56E-09,1.28E-05
Formosa.sp..Hel1_33_131,-2.106740901,4.56E-09,1.28E-05
Enterococcus.sp..7F3_DIV0205,-2.106740901,4.56E-09,1.28E-05
Candidatus.Karelsulcia.muelleri,-2.106740901,4.56E-09,1.28E-05
Vallitalea.guaymasensis,-2.106740901,4.56E-09,1.28E-05
Helcococcus.kunzii,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.eulemuris,-2.106740901,4.56E-09,1.28E-05
Kutzneria.sp..CA.103260,-2.106740901,4.56E-09,1.28E-05
Micromonospora.maris,-2.106740901,4.56E-09,1.28E-05
Lancefieldella.parvula,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..NS1.2017.,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.spongiae,-2.106740901,4.56E-09,1.28E-05
Streptomyces.virginiae,-2.106740901,4.56E-09,1.28E-05
Halanaerobium.hydrogeniformans,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.sp..IBH004,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.algicola,-2.106740901,4.56E-09,1.28E-05
Nonomuraea.glycinis,-2.106740901,4.56E-09,1.28E-05
Brucella.anthropi,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.noviomagense,-2.106740901,4.56E-09,1.28E-05
Flammeovirga.kamogawensis,-2.106740901,4.56E-09,1.28E-05
Bacillus.wiedmannii,-2.106740901,4.56E-09,1.28E-05
Lysinibacillus.sp..JNUCC.51,-2.106740901,4.56E-09,1.28E-05
Lysinibacillus.fusiformis,-2.106740901,4.56E-09,1.28E-05
Gordonia.sp..X0973,-2.106740901,4.56E-09,1.28E-05
Streptomyces.platensis,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.maculosa,-2.106740901,4.56E-09,1.28E-05
Aliivibrio.fischeri,-2.106740901,4.56E-09,1.28E-05
Actinobacillus.delphinicola,-2.106740901,4.56E-09,1.28E-05
Desulforapulum.autotrophicum,-2.106740901,4.56E-09,1.28E-05
Winogradskyella.sediminis,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..OS1.33,-2.106740901,4.56E-09,1.28E-05
Metabacillus.sp..B2.18,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.anserum,-2.106740901,4.56E-09,1.28E-05
Micromonospora.halotolerans,-2.106740901,4.56E-09,1.28E-05
Neisseria.zoodegmatis,-2.106740901,4.56E-09,1.28E-05
Caminibacter.pacificus,-2.106740901,4.56E-09,1.28E-05
Defluviitoga.tunisiensis,-2.106740901,4.56E-09,1.28E-05
uncultured.Flavobacterium.sp.,-2.106740901,4.56E-09,1.28E-05
Vagococcus.sp..B2T.5,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..PAMC21692,-2.106740901,4.56E-09,1.28E-05
Leadbetterella.byssophila,-2.106740901,4.56E-09,1.28E-05
Methanosarcina.siciliae,-2.106740901,4.56E-09,1.28E-05
Candidatus.Syntrophocurvum.alkaliphilum,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..FSL.H8.0516,-2.106740901,4.56E-09,1.28E-05
Malaciobacter.molluscorum,-2.106740901,4.56E-09,1.28E-05
Herbinix.luporum,-2.106740901,4.56E-09,1.28E-05
Stenotrophomonas.sp..610A2,-2.106740901,4.56E-09,1.28E-05
Edwardsiella.tarda,-2.106740901,4.56E-09,1.28E-05
Terribacillus.sp..FSL.K6.0262,-2.106740901,4.56E-09,1.28E-05
Anaerococcus.sp..Marseille.Q7828,-2.106740901,4.56E-09,1.28E-05
Thermodesulfobacterium.geofontis,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp...deep.sea.,-2.106740901,4.56E-09,1.28E-05
Paracoccus.liaowanqingii,-2.106740901,4.56E-09,1.28E-05
Mesotoga.prima,-2.106740901,4.56E-09,1.28E-05
Odoribacter.splanchnicus,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.longum,-2.106740901,4.56E-09,1.28E-05
Synechococcus.sp..SynAce01,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.nepalensis,-2.106740901,4.56E-09,1.28E-05
Kosmotoga.pacifica,-2.106740901,4.56E-09,1.28E-05
Microbacterium.galbinum,-2.106740901,4.56E-09,1.28E-05
Paracidovorax.avenae,-2.106740901,4.56E-09,1.28E-05
Idiomarina.piscisalsi,-2.106740901,4.56E-09,1.28E-05
Snodgrassella.alvi,-2.106740901,4.56E-09,1.28E-05
Candidatus.Lucifugimonas.marina,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.amylolyticus,-2.106740901,4.56E-09,1.28E-05
Lactococcus.petauri,-2.106740901,4.56E-09,1.28E-05
Bartonella.grahamii,-2.106740901,4.56E-09,1.28E-05
Cutibacterium.granulosum,-2.106740901,4.56E-09,1.28E-05
Geoalkalibacter.halelectricus,-2.106740901,4.56E-09,1.28E-05
Candidatus.Mesenet.endosymbiont.of.Phosphuga.atrata,-2.106740901,4.56E-09,1.28E-05
Candidatus.Pseudothioglobus.singularis,-2.106740901,4.56E-09,1.28E-05
Iamia.majanohamensis,-2.106740901,4.56E-09,1.28E-05
Gloeobacter.kilaueensis,-2.106740901,4.56E-09,1.28E-05
Halothermothrix.orenii,-2.106740901,4.56E-09,1.28E-05
Nitrosophilus.alvini,-2.106740901,4.56E-09,1.28E-05
Desulfobaculum.bizertense,-2.106740901,4.56E-09,1.28E-05
Ereboglobus.luteus,-2.106740901,4.56E-09,1.28E-05
Tolumonas.auensis,-2.106740901,4.56E-09,1.28E-05
Caldilinea.aerophila,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.acidophilus,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.canis,-2.106740901,4.56E-09,1.28E-05
Desulfuromonas.thiophila,-2.106740901,4.56E-09,1.28E-05
Permianibacter.aggregans,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..N2820,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.pasteuri,-2.106740901,4.56E-09,1.28E-05
endosymbiont.of.Pachyrhynchus.infernalis,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.rhabdoformis,-2.106740901,4.56E-09,1.28E-05
Coprococcus.catus,-2.106740901,4.56E-09,1.28E-05
Pseudoxanthomonas.sp..SE1,-2.106740901,4.56E-09,1.28E-05
Tepidibacter.aestuarii,-2.106740901,4.56E-09,1.28E-05
Filifactor.alocis,-2.106740901,4.56E-09,1.28E-05
Streptomyces.globisporus,-2.106740901,4.56E-09,1.28E-05
Massilia.antarctica,-2.106740901,4.56E-09,1.28E-05
Treponema.putidum,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.symbiodeficiens,-2.106740901,4.56E-09,1.28E-05
Metabacillus.sp..cB07,-2.106740901,4.56E-09,1.28E-05
Spongiibacter.taiwanensis,-2.106740901,4.56E-09,1.28E-05
Treponema.vincentii,-2.106740901,4.56E-09,1.28E-05
Phascolarctobacterium.sp..Marseille.Q4147,-2.106740901,4.56E-09,1.28E-05
Methyloradius.palustris,-2.106740901,4.56E-09,1.28E-05
Limosilactobacillus.reuteri,-2.106740901,4.56E-09,1.28E-05
Paralcaligenes.sp..KSB.10,-2.106740901,4.56E-09,1.28E-05
Veillonella.rogosae,-2.106740901,4.56E-09,1.28E-05
Candidatus.Arthromitus.sp..SFB.rat.Yit,-2.106740901,4.56E-09,1.28E-05
Solwaraspora.sp..WMMD791,-2.106740901,4.56E-09,1.28E-05
Keratinibaculum.paraultunense,-2.106740901,4.56E-09,1.28E-05
Moraxella.osloensis,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.edwinii,-2.106740901,4.56E-09,1.28E-05
Planococcus.versutus,-2.106740901,4.56E-09,1.28E-05
Desulfuromonas.sp..AOP6,-2.106740901,4.56E-09,1.28E-05
Taylorella.asinigenitalis,-2.106740901,4.56E-09,1.28E-05
Actinocatenispora.thailandica,-2.106740901,4.56E-09,1.28E-05
Oscillibacter.sp..PEA192,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.condimenti,-2.106740901,4.56E-09,1.28E-05
Deinococcus.soli..ex.Cha.et.al..2016.,-2.106740901,4.56E-09,1.28E-05
Streptococcus.dysgalactiae,-2.106740901,4.56E-09,1.28E-05
Azoarcus.sp..DD4,-2.106740901,4.56E-09,1.28E-05
Fervidobacterium.nodosum,-2.106740901,4.56E-09,1.28E-05
Mesobacillus.foraminis,-2.106740901,4.56E-09,1.28E-05
Helicobacter.cetorum,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.pittii,-2.106740901,4.56E-09,1.28E-05
Helicovermis.profundi,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..CP.77,-2.106740901,4.56E-09,1.28E-05
Symbiopectobacterium.purcellii,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sputigena,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.vitaeruminis,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.sp..FU40,-2.106740901,4.56E-09,1.28E-05
Geothrix.sp..PMB.07,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.gleum,-2.106740901,4.56E-09,1.28E-05
Tomitella.gaofuii,-2.106740901,4.56E-09,1.28E-05
endosymbiont.of.Euscepes.postfasciatus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.W8.0187,-2.106740901,4.56E-09,1.28E-05
Candidatus.Carsonella.ruddii,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.sarraceniae,-2.106740901,4.56E-09,1.28E-05
Priestia.koreensis,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sp..PM5,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..KACC.22758,-2.106740901,4.56E-09,1.28E-05
Wujia.chipingensis,-2.106740901,4.56E-09,1.28E-05
Nonomuraea.fuscirosea,-2.106740901,4.56E-09,1.28E-05
Ruthenibacterium.lactatiformans,-2.106740901,4.56E-09,1.28E-05
Lentibacillus.amyloliquefaciens,-2.106740901,4.56E-09,1.28E-05
Pseudalkalibacillus.hwajinpoensis,-2.106740901,4.56E-09,1.28E-05
Klebsiella.quasipneumoniae,-2.106740901,4.56E-09,1.28E-05
Caproicibacterium.sp..BJN0003,-2.106740901,4.56E-09,1.28E-05
Enterococcus.raffinosus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.yonginensis,-2.106740901,4.56E-09,1.28E-05
Duncaniella.sp..B8,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.amylovorus,-2.106740901,4.56E-09,1.28E-05
Microbacterium.rhizosphaerae,-2.106740901,4.56E-09,1.28E-05
Peptonophilus.genitalis,-2.106740901,4.56E-09,1.28E-05
Kaistella.sp..97.N.M2,-2.106740901,4.56E-09,1.28E-05
Polynucleobacter.necessarius,-2.106740901,4.56E-09,1.28E-05
Francisella.sp..FSC1006,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.lycopersici,-2.106740901,4.56E-09,1.28E-05
Exiguobacterium.profundum,-2.106740901,4.56E-09,1.28E-05
Ruminiclostridium.papyrosolvens,-2.106740901,4.56E-09,1.28E-05
Anaeromyxobacter.paludicola,-2.106740901,4.56E-09,1.28E-05
Aeromonas.salmonicida,-2.106740901,4.56E-09,1.28E-05
Citrifermentans.bremense,-2.106740901,4.56E-09,1.28E-05
Kosakonia.sacchari,-2.106740901,4.56E-09,1.28E-05
Clostridium.perfringens,-2.106740901,4.56E-09,1.28E-05
Rhodococcus.fascians,-2.106740901,4.56E-09,1.28E-05
Moraxella.haemolytica,-2.106740901,4.56E-09,1.28E-05
Hwangdonia.sp..SCSIO.19198,-2.106740901,4.56E-09,1.28E-05
Aristaeella.lactis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..HWE.109,-2.106740901,4.56E-09,1.28E-05
Sedimentibacter.sp..MB35.C1,-2.106740901,4.56E-09,1.28E-05
Lactococcus.taiwanensis,-2.106740901,4.56E-09,1.28E-05
Pseudodesulfovibrio.cashew,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.crassostreae,-2.106740901,4.56E-09,1.28E-05
Listeria.welshimeri,-2.106740901,4.56E-09,1.28E-05
Schaalia.sp..ZJ405,-2.106740901,4.56E-09,1.28E-05
Caproicibacter.fermentans,-2.106740901,4.56E-09,1.28E-05
Schlegelella.aquatica,-2.106740901,4.56E-09,1.28E-05
Megasphaera.stantonii,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.mucilaginosus,-2.106740901,4.56E-09,1.28E-05
Actinoplanes.sp..OR16,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..GMY02,-2.106740901,4.56E-09,1.28E-05
Mesobacillus.sp..S13,-2.106740901,4.56E-09,1.28E-05
Desulfobulbus.oligotrophicus,-2.106740901,4.56E-09,1.28E-05
Clostridioides.difficile,-2.106740901,4.56E-09,1.28E-05
Novosphingobium.sp..THN1,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.jilunlii,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..JN.1,-2.106740901,4.56E-09,1.28E-05
Erythrobacter.litoralis,-2.106740901,4.56E-09,1.28E-05
Clostridium.thermosuccinogenes,-2.106740901,4.56E-09,1.28E-05
Desulfoferula.mesophilus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.polymyxa,-2.106740901,4.56E-09,1.28E-05
Heyndrickxia.coagulans,-2.106740901,4.56E-09,1.28E-05
